experiment,condition,seed,total_irrigation_mm,time_in_target_pct,violation_rate_pct,rmse_band,action_smoothness,deficit_rate_pct,surplus_rate_pct,drainage_total_mm,runoff_total_mm,mean_soil_moisture,max_abs_mass_balance_error_mm
forecast_robustness,SF30,11,347.1016378104687,55.4337899543379,44.5662100456621,0.021979802019534384,0.012472416636932658,0.07990867579908677,44.486301369863014,773.7296614010417,0.0,0.3122950640112419,1.4210854715202004e-14
sequence_sensitivity,k6,11,347.4265522658825,55.410958904109584,44.58904109589041,0.02198441955818028,0.012447129946509539,0.07990867579908677,44.509132420091326,774.0494561456474,0.0,0.31235514842358775,1.4210854715202004e-14
sequence_sensitivity,k12,11,347.16238874197006,55.4337899543379,44.5662100456621,0.02198066559226984,0.012450136816764289,0.07990867579908677,44.486301369863014,773.7895902456266,0.0,0.31230555279405403,1.4210854715202004e-14
sequence_sensitivity,k24,11,347.1227196455002,55.4337899543379,44.5662100456621,0.021980129424334215,0.012449751329389334,0.07990867579908677,44.486301369863014,773.7505893491251,0.0,0.3122987047635307,1.4210854715202004e-14
sequence_sensitivity,k48,11,347.12192636728287,55.4337899543379,44.5662100456621,0.021980119746791354,0.012449740193072267,0.07990867579908677,44.486301369863014,773.7498094425998,0.0,0.31229859595836545,1.4210854715202004e-14
context_ablation,Full,22,387.859356790781,51.79223744292237,48.20776255707763,0.022639614448622798,0.008033608377000243,0.0,48.20776255707763,813.9485607915167,0.0,0.3192799898816619,1.4210854715202004e-14
context_ablation,No History,22,426.4591399729252,49.17808219178082,50.821917808219176,0.023221705909302205,0.008690368654194699,0.0,50.821917808219176,851.8799382675015,0.0,0.32178329042745146,2.842170943040401e-14
context_ablation,No Forecast,22,400.384026825428,50.456621004566216,49.54337899543379,0.022820359881926735,0.007801466223474697,0.0,49.54337899543379,826.1824715874196,0.0,0.32068267041274356,1.4210854715202004e-14
context_ablation,No Context,22,443.5128252506256,47.79680365296804,52.20319634703196,0.023464864171886337,0.00837495733524161,0.0,52.20319634703196,868.5078576244875,0.0,0.32345948631406374,1.4210854715202004e-14
context_ablation,Shuffled History,22,389.89029654860497,51.56392694063927,48.43607305936073,0.022674167034668933,0.008799754068696045,0.0,48.43607305936073,815.9754651004714,0.0,0.3192944266103268,1.4210854715202004e-14
context_ablation,Reversed History,22,388.21213072538376,51.735159817351594,48.2648401826484,0.022650782828476865,0.008062282246478494,0.0,48.2648401826484,814.2750420446743,0.0,0.319313495124692,2.842170943040401e-14
context_ablation,Zero History,22,426.7042982876301,49.166666666666664,50.83333333333333,0.023225024666896882,0.008694898328194268,0.0,50.83333333333333,852.1206468387605,0.0,0.32180313702130336,2.842170943040401e-14
