rank,algorithm_family,n_seeds,time_in_target_pct_mean,time_in_target_pct_std,total_irrigation_mm_mean,total_irrigation_mm_std,rmse_band_mean,rmse_band_std,violation_rate_pct_mean,violation_rate_pct_std
1,SAC,3,55.39954337899544,0.9166602694011229,366.72363499800366,24.091003456814803,0.02217658456304769,0.0002039768269873588,44.60045662100456,0.9166602694011299
2,TD3,3,45.833333333333336,13.803541380166664,238.4663755695025,206.5828906462513,0.025206922903897793,0.0052188773806976065,54.166666666666664,13.803541380166665
3,DDPG,3,33.61491628614916,6.4391690981537035,55.97325066725413,96.94790865707638,0.029819220507320568,0.0024481826519634534,66.38508371385085,6.439169098153699
