experiment_id,experiment_family,module,algorithm_family,model,seed,split,period_start,period_end,reward_version,virtual_garden_version,observation_version,forecast_enabled,memory_enabled,forecast_protocol,forecast_error,forecast_horizon,sequence_length,checkpoint,checkpoint_hash,validation_gate,steps,environment_interactions,training_budget_version,total_water_mm,time_in_target_pct,violation_rate_pct,deficit_rate_pct,surplus_rate_pct,rmse_band,action_smoothness,mean_soil_moisture,runoff_total_mm,drainage_total_mm,reward_mean,mass_balance_error,git_commit,source_result_status,result_status
8H_main_confirmatory_sacsi-pomdp_seed33,main_confirmatory,8H,SACSI_POMDP,SACSI-POMDP,33,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+history24x8+forecast3,True,True,SF-20_h1_controlled_proxy,0.2,1.0,24.0,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed33_best.pt,4084a79674549b2645ba263c026409dbaefdfe27c2d6b004f2030e962773c19f,True,8760,13440,anchor6720+adaptation6720,344.1287980377674,55.81050228310502,44.18949771689498,0.0,44.18949771689498,0.0219482942003519,0.0092861546591164,0.306555749619147,0.0,773.8239274937941,-0.12006645868658714,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_main_confirmatory_sacsi-pomdp_seed44,main_confirmatory,8H,SACSI_POMDP,SACSI-POMDP,44,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+history24x8+forecast3,True,True,SF-20_h1_controlled_proxy,0.2,1.0,24.0,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed44_best.pt,52f140e8235d8dbd7327943490a41386ba227bdde56e1580817cddb9bce0af81,True,8760,13440,anchor6720+adaptation6720,341.1855608224869,57.089041095890416,42.91095890410959,0.0,42.91095890410959,0.0217753993855761,0.01115235419888,0.3088710018802939,0.0,773.4771845428659,-0.06195370698081374,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_main_confirmatory_sacsi-pomdp_seed55,main_confirmatory,8H,SACSI_POMDP,SACSI-POMDP,55,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+history24x8+forecast3,True,True,SF-20_h1_controlled_proxy,0.2,1.0,24.0,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed55_best.pt,ee354266e16c443b84384b19a269b6eb19e1fe6cd381e8992045a33f783f5c7b,True,8760,13440,anchor6720+adaptation6720,372.7864509522915,55.60502283105024,44.39497716894977,0.0,44.39497716894977,0.0222247049384147,0.0207210731147045,0.3122676644154281,0.0,802.9212480459258,-0.1359684060644631,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_main_confirmatory_sacsi-pomdp_seed66,main_confirmatory,8H,SACSI_POMDP,SACSI-POMDP,66,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+history24x8+forecast3,True,True,SF-20_h1_controlled_proxy,0.2,1.0,24.0,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed66_best.pt,d35b62ffb603072d092cf34db327cba7c08c29df71d36ccd22967fc908a420fc,True,8760,13440,anchor6720+adaptation6720,353.97741597890854,55.4337899543379,44.5662100456621,0.0,44.5662100456621,0.0220483586394338,0.0122611634412004,0.313514622460284,0.0,783.4113054376896,-0.13524134902832924,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_main_confirmatory_sacsi-pomdp_seed77,main_confirmatory,8H,SACSI_POMDP,SACSI-POMDP,77,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+history24x8+forecast3,True,True,SF-20_h1_controlled_proxy,0.2,1.0,24.0,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed77_best.pt,791422c2f7c852dc85751bf6ea62c470efa71a917296413f0617cbfd788fd1fd,True,8760,13440,anchor6720+adaptation6720,317.25008007884026,50.30821917808219,49.69178082191781,8.926940639269407,40.764840182648406,0.0214951855940534,0.0100758974819453,0.2977671260931419,0.0,761.1924301705192,-0.25937608395532935,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_main_confirmatory_sacsi-pomdp_seed88,main_confirmatory,8H,SACSI_POMDP,SACSI-POMDP,88,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+history24x8+forecast3,True,True,SF-20_h1_controlled_proxy,0.2,1.0,24.0,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed88_best.pt,fd1da8a6ded8b2d0c4e76be3c19690e8334d26153b09f260a0da34bb7321adad,True,8760,13440,anchor6720+adaptation6720,354.28326469659805,56.21004566210046,43.789954337899545,0.0,43.789954337899545,0.0219601324384677,0.0164537526065729,0.3115144646569948,0.0,785.4525346775785,-0.09843333394655067,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_main_confirmatory_sacsi-pomdp_seed99,main_confirmatory,8H,SACSI_POMDP,SACSI-POMDP,99,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+history24x8+forecast3,True,True,SF-20_h1_controlled_proxy,0.2,1.0,24.0,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed99_best.pt,ad6dd59db91184e8f5c153f8ebae4c3d9838466d89068221e84418de181eb656,True,8760,13440,anchor6720+adaptation6720,431.9469735324383,55.14840182648402,44.85159817351598,0.0,44.85159817351598,0.0228620918396308,0.0210750155292943,0.3150366922827275,1.1767303495154522,857.3310682700702,-0.1765173847390324,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_main_confirmatory_sacsi-pomdp_seed110,main_confirmatory,8H,SACSI_POMDP,SACSI-POMDP,110,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+history24x8+forecast3,True,True,SF-20_h1_controlled_proxy,0.2,1.0,24.0,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed110_best.pt,51f2a1406bc51618ed3b2b4177af56ff59933203b872116c3e951641545d7bcb,False,8760,13440,anchor6720+adaptation6720,453.6605497598648,53.34474885844749,46.65525114155251,3.550228310502283,43.10502283105023,0.0229374129573369,0.03343809026264,0.3047089046165014,0.9913956828877132,889.3845431918194,-0.22549066590600989,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sac_basic_seed11,factorial_confirmatory,8H,SAC,SAC Basic,11,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8,False,False,none,,,,Checkpoints/Fair_DRL/SAC/sac_seed11_best.pt,a5b5515ccdd9a325c38790b98bf971365347ffb392f36a54983f16c5e809825c,True,8760,6720,fair6720,363.9682439863682,54.34931506849316,45.65068493150685,0.0,45.65068493150685,0.0222405383240826,0.0147948000396763,0.3164681360005872,0.0,790.3963961208449,-0.1866702439061371,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sac_basic_seed22,factorial_confirmatory,8H,SAC,SAC Basic,22,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8,False,False,none,,,,Checkpoints/Fair_DRL/SAC/sac_seed22_best.pt,be956eea64d7c1922120fcae84bb2052670f37f8787a5cfd7abbdbfac961efc2,True,8760,6720,fair6720,392.07386296987534,56.03881278538813,43.96118721461188,0.0,43.96118721461188,0.0223409211647084,0.0220364492557979,0.3078096569743293,0.0,822.684859684949,-0.12523748869409004,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sac_basic_seed33,factorial_confirmatory,8H,SAC,SAC Basic,33,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8,False,False,none,,,,Checkpoints/Fair_DRL/SAC/sac_seed33_best.pt,a292da3fa2b0069874f58b9836c9126bcbd61a061960f2e07778558e7fb3efd1,True,8760,6720,fair6720,344.1287980377674,55.81050228310502,44.18949771689498,0.0,44.18949771689498,0.0219482942003519,0.0092861546591164,0.306555749619147,0.0,773.8239274937941,-0.12006645868658714,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sac_basic_seed44,factorial_confirmatory,8H,SAC,SAC Basic,44,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8,False,False,none,,,,Checkpoints/Fair_DRL/SAC/sac_seed44_best.pt,d59cddbbb0af9ce3b4015776f37a5ea3d439fafd65840833174f475e12e9c363,True,8760,6720,fair6720,329.9202690422535,57.26027397260274,42.73972602739726,0.0,42.73972602739726,0.0216335411313111,0.0104018174658791,0.3120884367734928,0.0,761.491585806887,-0.048944456606280766,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sac_basic_seed55,factorial_confirmatory,8H,SAC,SAC Basic,55,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8,False,False,none,,,,Checkpoints/Fair_DRL/SAC/sac_seed55_best.pt,aa2a2e370df694c2c6c53440615b5d7a77b0e9c919b5d330bce6e22c8a763e09,True,8760,6720,fair6720,472.0233750343323,52.8310502283105,47.1689497716895,0.0,47.1689497716895,0.0233437368270669,0.0345389711515233,0.3179263607543453,0.0,898.2271010456545,-0.28524001885360856,2.8421709430404014e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sac_basic_seed66,factorial_confirmatory,8H,SAC,SAC Basic,66,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8,False,False,none,,,,Checkpoints/Fair_DRL/SAC/sac_seed66_best.pt,b8b2a592c3c3ab05d208d068ac2e72e96cf02f8f5a626aa618138799a4366da4,True,8760,6720,fair6720,379.19644409418106,53.45890410958904,46.54109589041096,0.0,46.54109589041096,0.0224406782340602,0.0120404853009921,0.3172861969080174,0.0,806.00965506167,-0.22370999385767493,2.8421709430404014e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sac_basic_seed77,factorial_confirmatory,8H,SAC,SAC Basic,77,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8,False,False,none,,,,Checkpoints/Fair_DRL/SAC/sac_seed77_best.pt,075e7fea4a8b994d7c1074ba1e7d3a087e9de05262d4ba7dad1adcbc31de68ba,True,8760,6720,fair6720,317.25008007884026,50.30821917808219,49.69178082191781,8.926940639269407,40.764840182648406,0.0214951855940534,0.0100758974819453,0.2977671260931419,0.0,761.1924301705192,-0.25937608395532935,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sac_basic_seed88,factorial_confirmatory,8H,SAC,SAC Basic,88,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8,False,False,none,,,,Checkpoints/Fair_DRL/SAC/sac_seed88_best.pt,dcf4b45b859fa169e6e6194f51cb67d7cfda41548c66d1f5fdec4b18f2e373f4,True,8760,6720,fair6720,349.23950147628784,55.57077625570776,44.42922374429224,0.0,44.42922374429224,0.0219555133752765,0.0119382992824036,0.3129540926453561,0.0,777.8459480768644,-0.12288512339124306,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sac_basic_seed99,factorial_confirmatory,8H,SAC,SAC Basic,99,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8,False,False,none,,,,Checkpoints/Fair_DRL/SAC/sac_seed99_best.pt,11650209afccd0065c436661afbcf896072ffb373c6129f9bfee35a05ef09902,True,8760,6720,fair6720,382.8724527657032,53.05936073059361,46.94063926940639,0.0,46.94063926940639,0.0224796236052376,0.0103129886515214,0.3180323987697495,0.0,808.7973899363576,-0.23903303472990467,2.8421709430404014e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sac_basic_seed110,factorial_confirmatory,8H,SAC,SAC Basic,110,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8,False,False,none,,,,Checkpoints/Fair_DRL/SAC/sac_seed110_best.pt,5c0f619863fddbdd9d3e8b0c7542756a1dfce5f7398ffe314e9de8480301480f,False,8760,6720,fair6720,610.3058835566044,52.47716894977169,47.52283105022831,0.0,47.52283105022831,0.0246179499006751,0.0437932969643544,0.3166752988517227,8.564019726911567,1027.9975174393835,-0.3523092586831799,2.8421709430404014e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sac_plus_forecast_seed11,factorial_confirmatory,8H,SAC_FORECAST,SAC + Forecast,11,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+forecast3,True,False,SF-20_h1_controlled_proxy,0.2,1.0,,Checkpoints/POMDP_Ablation/sac_forecast/sac_forecast_seed11_best.pt,df130ea1531a496394907ae0f3ad825b915ce08edf95b82b4b01bf621117f6a2,True,8760,13440,anchor6720+adaptation6720,363.9682439863682,54.34931506849316,45.65068493150685,0.0,45.65068493150685,0.0222405383240826,0.0147948000396763,0.3164681360005872,0.0,790.3963961208449,-0.1866702439061371,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sac_plus_forecast_seed22,factorial_confirmatory,8H,SAC_FORECAST,SAC + Forecast,22,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+forecast3,True,False,SF-20_h1_controlled_proxy,0.2,1.0,,Checkpoints/POMDP_Ablation/sac_forecast/sac_forecast_seed22_best.pt,0619d9440dc7ef82d02df4b276454e2a6282a23b681137f1c4f73fac83072aae,True,8760,13440,anchor6720+adaptation6720,392.07386296987534,56.03881278538813,43.96118721461188,0.0,43.96118721461188,0.0223409211647084,0.0220364492557979,0.3078096569743293,0.0,822.684859684949,-0.12523748869409004,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sac_plus_forecast_seed33,factorial_confirmatory,8H,SAC_FORECAST,SAC + Forecast,33,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+forecast3,True,False,SF-20_h1_controlled_proxy,0.2,1.0,,Checkpoints/POMDP_Ablation/sac_forecast/sac_forecast_seed33_best.pt,9443fb458ed8b143296c51c2809f2f0065b1b7904025725a4fa633009615b9c6,True,8760,13440,anchor6720+adaptation6720,296.94811829924583,46.92922374429224,53.07077625570776,11.426940639269406,41.64383561643836,0.0218888887080093,0.0105586277253144,0.2976484540190745,0.0,754.3815242112593,-0.4862817619735609,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sac_plus_forecast_seed44,factorial_confirmatory,8H,SAC_FORECAST,SAC + Forecast,44,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+forecast3,True,False,SF-20_h1_controlled_proxy,0.2,1.0,,Checkpoints/POMDP_Ablation/sac_forecast/sac_forecast_seed44_best.pt,a19ba34b003c2275c574d8a92a7773233772f3272cc5cccaae56f36c5fb58bed,True,8760,13440,anchor6720+adaptation6720,329.9202690422535,57.26027397260274,42.73972602739726,0.0,42.73972602739726,0.0216335411313111,0.0104018174658791,0.3120884367734928,0.0,761.491585806887,-0.048944456606280766,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sac_plus_forecast_seed55,factorial_confirmatory,8H,SAC_FORECAST,SAC + Forecast,55,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+forecast3,True,False,SF-20_h1_controlled_proxy,0.2,1.0,,Checkpoints/POMDP_Ablation/sac_forecast/sac_forecast_seed55_best.pt,106dcbdb4508f9bb7a264074b34641473d068c1d7cc1c02c0699327521701427,True,8760,13440,anchor6720+adaptation6720,472.0233750343323,52.8310502283105,47.1689497716895,0.0,47.1689497716895,0.0233437368270669,0.0345389711515233,0.3179263607543453,0.0,898.2271010456545,-0.28524001885360856,2.8421709430404014e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sac_plus_forecast_seed66,factorial_confirmatory,8H,SAC_FORECAST,SAC + Forecast,66,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+forecast3,True,False,SF-20_h1_controlled_proxy,0.2,1.0,,Checkpoints/POMDP_Ablation/sac_forecast/sac_forecast_seed66_best.pt,d343abe22f49a6bdb2465572114b351b68bd4def21126993888291249a198e96,True,8760,13440,anchor6720+adaptation6720,455.5256696641445,54.40639269406393,45.59360730593608,0.0,45.59360730593608,0.0230268034630489,0.0276265121007131,0.3149380389351253,0.0,885.5508393943774,-0.2077918865574623,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sac_plus_forecast_seed77,factorial_confirmatory,8H,SAC_FORECAST,SAC + Forecast,77,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+forecast3,True,False,SF-20_h1_controlled_proxy,0.2,1.0,,Checkpoints/POMDP_Ablation/sac_forecast/sac_forecast_seed77_best.pt,0514a9dcd65a8ffc8200214c6cb84518936cd20b461d68f94c196ae1d6d65f0f,True,8760,13440,anchor6720+adaptation6720,307.7209056019783,48.00228310502283,51.99771689497717,10.559360730593609,41.43835616438356,0.0217439191903059,0.0170092120747926,0.2983545648624944,0.0,760.2039135867435,-0.4001730549948166,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sac_plus_forecast_seed88,factorial_confirmatory,8H,SAC_FORECAST,SAC + Forecast,88,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+forecast3,True,False,SF-20_h1_controlled_proxy,0.2,1.0,,Checkpoints/POMDP_Ablation/sac_forecast/sac_forecast_seed88_best.pt,cbc46af0334c15ca31d2b547198cff54254ea9dc418fb779437e3265b249ecf4,True,8760,13440,anchor6720+adaptation6720,349.23950147628784,55.57077625570776,44.42922374429224,0.0,44.42922374429224,0.0219555133752765,0.0119382992824036,0.3129540926453561,0.0,777.8459480768644,-0.12288512339124306,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sac_plus_forecast_seed99,factorial_confirmatory,8H,SAC_FORECAST,SAC + Forecast,99,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+forecast3,True,False,SF-20_h1_controlled_proxy,0.2,1.0,,Checkpoints/POMDP_Ablation/sac_forecast/sac_forecast_seed99_best.pt,b1340289d426ee0a3e00c4c85de51fc3718d26cf0b6ee44e7be3d0ef8a66bbf1,True,8760,13440,anchor6720+adaptation6720,382.8724527657032,53.05936073059361,46.94063926940639,0.0,46.94063926940639,0.0224796236052376,0.0103129886515214,0.3180323987697495,0.0,808.7973899363576,-0.23903303472990467,2.8421709430404014e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sac_plus_forecast_seed110,factorial_confirmatory,8H,SAC_FORECAST,SAC + Forecast,110,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+forecast3,True,False,SF-20_h1_controlled_proxy,0.2,1.0,,Checkpoints/POMDP_Ablation/sac_forecast/sac_forecast_seed110_best.pt,6b2102e015df1fd17a96af21362f9604b0582502fcca08ed921d8348f68a1d22,True,8760,13440,anchor6720+adaptation6720,485.5976955294609,54.14383561643835,45.85616438356164,0.0,45.85616438356164,0.0234163140384419,0.0391056810677194,0.3162350102996866,0.0,911.9202857539312,-0.2436290058058921,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sac_plus_lstm_seed11,factorial_confirmatory,8H,SAC_LSTM,SAC + LSTM,11,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+history24x8,False,True,none,,,24.0,Checkpoints/POMDP_Ablation/sac_lstm/sac_lstm_seed11_best.pt,9c40f5b27de2dced99cd2fe85e0634fe48e00fbc81b3aa9cda06a65dc380962b,True,8760,13440,anchor6720+adaptation6720,358.5278112888336,54.31506849315069,45.68493150684931,0.0,45.68493150684931,0.0221851321537325,0.015583264009772,0.3151082841888618,0.0,785.0641442037287,-0.18251566196840857,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sac_plus_lstm_seed22,factorial_confirmatory,8H,SAC_LSTM,SAC + LSTM,22,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+history24x8,False,True,none,,,24.0,Checkpoints/POMDP_Ablation/sac_lstm/sac_lstm_seed22_best.pt,6d915dd83bfb8bf26b5f29862732ae610ac181575fcce260fd1f4eac3595fcc2,True,8760,13440,anchor6720+adaptation6720,328.461906760931,57.78538812785388,42.21461187214612,0.0,42.21461187214612,0.021561601220485,0.0176885082768256,0.3048315731829446,0.0,761.0195552951214,-0.026969717352469398,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sac_plus_lstm_seed33,factorial_confirmatory,8H,SAC_LSTM,SAC + LSTM,33,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+history24x8,False,True,none,,,24.0,Checkpoints/POMDP_Ablation/sac_lstm/sac_lstm_seed33_best.pt,5845360d44741b0bad38b50032ee0ccc998a5eee7c92ca047bcd4ad34298202e,True,8760,13440,anchor6720+adaptation6720,326.25818198919296,49.965753424657535,50.03424657534247,6.472602739726027,43.56164383561644,0.0218373169665932,0.0095935389220898,0.3021265214287981,0.0,764.0092687093633,-0.29943410511157625,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sac_plus_lstm_seed44,factorial_confirmatory,8H,SAC_LSTM,SAC + LSTM,44,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+history24x8,False,True,none,,,24.0,Checkpoints/POMDP_Ablation/sac_lstm/sac_lstm_seed44_best.pt,00942705d49e9fa5512fee11ebe0b493d2165a75e5c2243c4e061ad2fee63f40,True,8760,13440,anchor6720+adaptation6720,337.377700060606,56.81506849315069,43.18493150684932,0.0,43.18493150684932,0.0217479542258301,0.0112545659708396,0.3084054231880984,0.0,768.908779976523,-0.07058629769499716,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sac_plus_lstm_seed55,factorial_confirmatory,8H,SAC_LSTM,SAC + LSTM,55,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+history24x8,False,True,none,,,24.0,Checkpoints/POMDP_Ablation/sac_lstm/sac_lstm_seed55_best.pt,767ef38ae77a1985bab75033b5af120fa4300cbfe98b26365a5d346528d6a649,True,8760,13440,anchor6720+adaptation6720,472.0233750343323,52.8310502283105,47.1689497716895,0.0,47.1689497716895,0.0233437368270669,0.0345389711515233,0.3179263607543453,0.0,898.2271010456545,-0.28524001885360856,2.8421709430404014e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sac_plus_lstm_seed66,factorial_confirmatory,8H,SAC_LSTM,SAC + LSTM,66,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+history24x8,False,True,none,,,24.0,Checkpoints/POMDP_Ablation/sac_lstm/sac_lstm_seed66_best.pt,cac8d0c8ee6ffbb52fe10e057ad163b97acea1efe8b1b498764c5054f9e31230,True,8760,13440,anchor6720+adaptation6720,362.7112322151661,54.44063926940639,45.5593607305936,0.0,45.5593607305936,0.022182020964731,0.0115797893174068,0.3153183007530905,0.0,790.4274649522499,-0.17299490644269155,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sac_plus_lstm_seed77,factorial_confirmatory,8H,SAC_LSTM,SAC + LSTM,77,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+history24x8,False,True,none,,,24.0,Checkpoints/POMDP_Ablation/sac_lstm/sac_lstm_seed77_best.pt,8361961f96d9108d38c769dbd7ddcd21dee0bb0671f3eb35277a86b1f3d4adc7,True,8760,13440,anchor6720+adaptation6720,313.5182566642761,50.273972602739725,49.72602739726028,9.052511415525114,40.67351598173516,0.0214401972056008,0.0096458898673714,0.297637730748949,0.0,757.3327739087044,-0.2519716915061924,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sac_plus_lstm_seed88,factorial_confirmatory,8H,SAC_LSTM,SAC + LSTM,88,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+history24x8,False,True,none,,,24.0,Checkpoints/POMDP_Ablation/sac_lstm/sac_lstm_seed88_best.pt,0ad40440736ccb3cd60752009df2b23df55754b7f001256087e9d6d84310f5a3,True,8760,13440,anchor6720+adaptation6720,342.061608761549,56.02739726027397,43.97260273972603,0.0,43.97260273972603,0.0218477335347342,0.0121315253462771,0.3118961542573542,0.0,772.2430150112674,-0.10016476385197993,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sac_plus_lstm_seed99,factorial_confirmatory,8H,SAC_LSTM,SAC + LSTM,99,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+history24x8,False,True,none,,,24.0,Checkpoints/POMDP_Ablation/sac_lstm/sac_lstm_seed99_best.pt,d243769581221402b51f7bf08b46cd27c9d1022afb8f263fb88579ec534e68f1,True,8760,13440,anchor6720+adaptation6720,341.9433650970459,55.730593607305934,44.26940639269407,0.0,44.26940639269407,0.0218698093797534,0.0093158396844083,0.3135571154164731,0.0,768.9810201733908,-0.11393116144472676,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
