analysis_family,comparison,mean_effect_pp,ci95_low_pp,ci95_high_pp,resamples
main_benchmark,SACSI-POMDP - SAC,0.9018264840182646,0.33561643835616195,1.5308504566210068,20000
main_benchmark,SACSI-POMDP - TD3,13.167808219178085,5.401683789954339,20.85402397260273,20000
main_benchmark,SACSI-POMDP - DDPG,13.739726027397262,5.659760273972603,21.10525114155249,20000
factorial_pairwise,SACSI Full - SAC Basic,0.9018264840182646,0.34474885844748826,1.5274257990867588,20000
factorial_pairwise,SACSI Full - SAC + Forecast,1.7591324200913234,0.44631849315068745,3.576541095890408,20000
factorial_pairwise,SACSI Full - SAC + LSTM,0.6438356164383571,-0.5662100456621004,2.0879280821917816,20000
factorial_effect,Forecast main effect,-0.10673515981735093,-0.6324343607305927,0.42180365296803685,20000
factorial_effect,Memory main effect,1.0085616438356155,0.579337899543377,1.437785388127851,20000
factorial_effect,Forecast x Memory interaction,1.501141552511416,-0.8653253424657562,4.7705479452054815,20000
